case_id,incident_time,month,hour,season,sea_area_type,vessel_type,tonnage,leeway_key,incident_lat,incident_lon,elapsed_hours,wind_speed_mps,wind_direction_deg,tidal_current_amplitude_kt,l1_pred_lat,l1_pred_lon,synthetic_found_lat,synthetic_found_lon,delta_lat,delta_lon,l1_error_km,is_synthetic,synthetic_method
L3_SYN_0097,2020-07-16 18:02:00,7,18,여름,연안,낚시어선,4.0,소형어선,34.09639,126.16833,1.73,3.1,200.0,1.6,34.11096,126.18006,34.12297,126.17489,0.012018,-0.005167,1.416,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0098,2022-09-23 17:36:00,9,17,여름,연안,화물선,4.0,기타,34.07583,126.06417,1.22,4.1,227.0,1.6,34.08054,126.06892,34.0788,126.06174,-0.001734,-0.007188,0.688,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0099,2015-05-02 17:45:00,5,17,여름,외해,어선,4.0,소형어선,33.91667,125.68333,2.98,5.0,213.0,0.9,33.94982,125.725,33.95091,125.71608,0.001091,-0.008922,0.831,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0100,2024-05-13 10:28:00,5,10,여름,연안,어선,4.0,소형어선,34.75778,126.28306,1.27,8.6,280.0,1.6,34.7375,126.27312,34.74238,126.27448,0.004881,0.001367,0.556,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0101,2024-08-14 15:17:00,8,15,여름,외해,어선,4.0,소형어선,34.675,125.38806,3.44,4.3,210.0,0.9,34.71234,125.43247,34.70691,125.43115,-0.00543,-0.001327,0.615,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0102,2021-10-15 18:02:00,10,18,여름,연안,모터보트,4.0,레저보트,34.80056,126.30944,1.19,2.2,240.0,1.6,34.79735,126.30783,34.7945,126.3045,-0.002857,-0.003329,0.439,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0103,2017-09-01 01:42:00,9,1,여름,외해,기타,4.0,기타,35.33417,125.96806,1.87,4.0,173.0,0.9,35.32434,125.94826,35.33011,125.95405,0.005771,0.00579,0.828,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0104,2019-01-19 17:00:00,1,17,겨울,외해,어선,4.0,소형어선,34.34167,125.28667,7.82,6.9,352.0,0.9,34.32389,125.32011,34.32532,125.34489,0.001429,0.024779,2.277,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0105,2013-06-07 14:00:00,6,14,여름,외해,낚시어선,4.0,소형어선,34.27694,125.54806,4.13,4.2,220.0,0.9,34.29054,125.56767,34.28628,125.56235,-0.004262,-0.005315,0.679,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0106,2021-12-23 08:29:00,12,8,겨울,연안,관공선,4.0,기타,35.07278,126.1425,2.68,4.4,324.0,1.6,35.02129,126.09325,35.02923,126.09937,0.007936,0.006115,1.041,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0107,2022-10-29 23:06:00,10,23,여름,연안,어선,4.0,소형어선,34.44361,126.03028,3.35,2.9,246.0,1.6,34.46432,126.05555,34.45987,126.05865,-0.004449,0.003101,0.57,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0108,2018-09-01 18:11:00,9,18,여름,연안,어선,4.0,소형어선,34.73333,126.03333,0.92,11.9,213.0,1.6,34.73251,126.02713,34.74122,126.0383,0.008706,0.011167,1.404,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0109,2018-09-06 16:14:00,9,16,여름,외해,어선,4.0,소형어선,33.80083,125.56722,1.21,2.1,250.0,0.9,33.79138,125.55676,33.79237,125.55291,0.000997,-0.003854,0.372,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0110,2022-08-06 13:55:00,8,13,여름,연안,모터보트,4.0,레저보트,35.3725,126.065,2.93,5.9,244.0,1.6,35.41177,126.13078,35.41147,126.12638,-0.000301,-0.0044,0.4,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0111,2020-08-15 13:40:00,8,13,여름,연안,모터보트,4.0,레저보트,35.00528,126.24222,3.79,6.1,227.0,1.6,35.03046,126.26601,35.02429,126.27694,-0.006172,0.010935,1.207,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0112,2017-03-13 15:52:00,3,15,겨울,연안,예부선,4.0,기타,34.9,126.11667,0.83,7.4,334.0,1.6,34.89548,126.11623,34.89053,126.11872,-0.004958,0.002486,0.595,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0113,2020-02-13 07:58:00,2,7,겨울,연안,어선,4.0,소형어선,34.80194,126.36222,6.35,2.2,17.0,1.6,34.85925,126.44142,34.85579,126.47154,-0.003455,0.03012,2.772,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0114,2021-05-14 22:48:00,5,22,여름,외해,예부선,4.0,기타,34.76028,125.82667,3.14,8.8,225.0,0.9,34.79895,125.88499,34.80855,125.86247,0.009609,-0.022518,2.314,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0115,2015-09-26 02:00:00,9,2,여름,외해,어선,4.0,소형어선,34.76111,125.99333,6.21,5.0,169.0,0.9,34.78918,125.97748,34.79927,125.98979,0.010097,0.012314,1.587,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0116,2022-09-29 19:56:00,9,19,여름,연안,어선,4.0,소형어선,34.78528,126.35694,0.77,10.1,208.0,1.6,34.784,126.3508,34.78253,126.34989,-0.001463,-0.000912,0.182,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0117,2019-04-05 03:13:00,4,3,여름,연안,어선,4.0,소형어선,34.65,126.25,1.25,4.7,210.0,1.6,34.6723,126.27645,34.67161,126.2729,-0.000693,-0.003548,0.333,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0118,2017-10-18 07:45:00,10,7,여름,외해,어선,4.0,소형어선,35.13417,125.9175,5.31,4.9,285.0,0.9,35.10629,125.91268,35.08993,125.90421,-0.016358,-0.00847,1.972,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0119,2024-04-25 22:55:00,4,22,여름,외해,어선,4.0,소형어선,33.5,124.78333,2.68,5.4,223.0,0.9,33.48292,124.76856,33.48805,124.75838,0.005122,-0.010185,1.101,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0120,2011-08-08 08:00:00,8,8,여름,연안,기타,4.0,기타,35.13333,126.18333,8.0,5.4,218.0,1.6,35.10476,126.12574,35.10918,126.10379,0.004423,-0.021953,2.052,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0121,2014-05-18 21:49:00,5,21,여름,연안,예부선,4.0,기타,34.24833,126.03722,1.38,3.8,197.0,1.6,34.2644,126.05565,34.26153,126.05008,-0.002868,-0.005571,0.602,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0122,2021-11-05 23:40:00,11,23,겨울,연안,어선,4.0,소형어선,34.36528,126.13056,1.87,12.2,321.0,1.6,34.32474,126.10977,34.31608,126.11569,-0.008657,0.00592,1.103,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0123,2014-12-01 16:10:00,12,16,겨울,외해,어선,4.0,소형어선,34.68611,125.44444,1.18,3.7,292.0,0.9,34.6915,125.45751,34.68383,125.46596,-0.007669,0.008453,1.149,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0124,2019-09-30 15:24:00,9,15,여름,외해,어선,4.0,소형어선,34.6875,125.39333,0.81,3.5,239.0,0.9,34.69,125.39683,34.6883,125.38843,-0.001701,-0.008399,0.79,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0125,2022-08-30 07:05:00,8,7,여름,연안,어선,4.0,소형어선,35.26083,126.25583,2.11,2.8,222.0,1.6,35.26875,126.26709,35.26923,126.26317,0.000475,-0.003921,0.359,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0126,2011-06-03 20:19:00,6,20,여름,연안,어선,4.0,소형어선,34.78528,126.355,2.65,2.6,255.0,1.6,34.7696,126.33822,34.77258,126.32548,0.002978,-0.01274,1.208,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0127,2011-05-17 18:30:00,5,18,여름,외해,어선,4.0,소형어선,34.43111,125.91611,3.9,3.3,231.0,0.9,34.46461,125.95418,34.4584,125.95204,-0.006211,-0.002131,0.716,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0128,2020-01-15 19:11:00,1,19,겨울,연안,요트,4.0,레저보트,34.55778,126.14444,1.01,8.1,262.0,1.6,34.56939,126.17452,34.56587,126.18623,-0.003518,0.011708,1.139,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0129,2022-08-23 20:57:00,8,20,여름,연안,모터보트,4.0,레저보트,35.19806,126.13167,1.76,5.7,213.0,1.6,35.19902,126.12087,35.20698,126.12751,0.007961,0.006641,1.069,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0130,2022-11-17 13:33:00,11,13,겨울,외해,어선,4.0,소형어선,34.59083,125.43,1.53,3.9,331.0,0.9,34.60106,125.45264,34.5929,125.45325,-0.008154,0.00061,0.907,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0131,2019-11-06 16:51:00,11,16,겨울,연안,화물선,4.0,기타,34.98167,126.1975,1.33,4.4,315.0,1.6,34.97734,126.19782,34.97775,126.19523,0.000414,-0.002593,0.24,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0132,2022-10-13 06:57:00,10,6,여름,연안,예부선,4.0,기타,34.68028,126.22056,3.2,2.4,219.0,1.6,34.68446,126.22221,34.68545,126.2159,0.000988,-0.006312,0.587,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0133,2017-04-11 23:54:00,4,23,여름,연안,예부선,4.0,기타,34.78611,126.41111,1.41,5.0,210.0,1.6,34.79129,126.41383,34.79828,126.41122,0.006989,-0.002608,0.811,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0134,2019-11-03 11:33:00,11,11,겨울,연안,예부선,4.0,기타,34.78694,126.35167,0.79,3.9,288.0,1.6,34.78517,126.35118,34.78667,126.34817,0.001497,-0.003018,0.321,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0135,2015-01-02 08:45:00,1,8,겨울,연안,어선,4.0,소형어선,34.80139,126.3625,1.49,6.1,336.0,1.6,34.79977,126.37007,34.79891,126.38725,-0.000869,0.017175,1.568,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0136,2021-10-30 08:31:00,10,8,여름,연안,낚시어선,4.0,소형어선,34.18722,126.14667,0.54,1.8,228.0,1.6,34.17922,126.13709,34.18364,126.13668,0.004423,-0.000404,0.492,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0137,2015-01-28 15:30:00,1,15,겨울,연안,어선,4.0,소형어선,34.82278,126.37528,1.87,8.5,291.0,1.6,34.80826,126.37999,34.81463,126.39258,0.006377,0.01259,1.348,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0138,2020-02-23 09:17:00,2,9,겨울,연안,예부선,4.0,기타,34.76917,126.24083,6.57,5.1,317.0,1.6,34.69136,126.18968,34.68387,126.22236,-0.00749,0.032675,3.093,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0139,2021-04-20 08:03:00,4,8,여름,연안,어선,4.0,소형어선,34.91889,126.11861,2.86,4.4,258.0,1.6,34.91908,126.13103,34.91905,126.12489,-2.9e-05,-0.006132,0.558,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0140,2024-10-13 12:17:00,10,12,여름,연안,어선,4.0,소형어선,34.83,126.22583,2.52,2.6,186.0,1.6,34.82803,126.21917,34.83005,126.21314,0.002017,-0.006028,0.593,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0141,2020-11-08 09:28:00,11,9,겨울,외해,요트,4.0,레저보트,34.72306,125.49139,0.72,7.9,309.0,0.9,34.72566,125.50405,34.7279,125.50498,0.002242,0.000934,0.263,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0142,2022-08-06 09:38:00,8,9,여름,연안,모터보트,4.0,레저보트,34.85,126.22417,4.58,11.6,243.0,1.6,34.94712,126.35497,34.91489,126.36909,-0.032226,0.014117,3.801,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0143,2022-10-29 05:07:00,10,5,여름,연안,어선,4.0,소형어선,34.905,126.37194,0.74,10.4,245.0,1.6,34.89944,126.36503,34.89578,126.35557,-0.003666,-0.009455,0.952,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0144,2015-10-17 21:25:00,10,21,여름,외해,어선,4.0,소형어선,34.0,125.85,1.31,6.0,218.0,0.9,33.9962,125.8399,33.99289,125.83795,-0.003306,-0.001951,0.409,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0145,2020-04-23 21:50:00,4,21,여름,외해,예부선,4.0,기타,34.33722,125.86944,1.35,4.7,221.0,0.9,34.33319,125.86166,34.34051,125.85962,0.007315,-0.002038,0.833,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0146,2020-01-08 09:41:00,1,9,겨울,연안,기타,4.0,기타,34.79222,126.42722,1.58,9.9,316.0,1.6,34.75482,126.40207,34.749,126.40859,-0.005825,0.006517,0.878,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0147,2014-08-07 15:00:00,8,15,여름,외해,낚시어선,4.0,소형어선,34.56667,125.76667,2.01,2.9,182.0,0.9,34.5906,125.78646,34.59122,125.7802,0.000614,-0.006259,0.576,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0148,2021-06-03 12:01:00,6,12,여름,외해,어선,4.0,소형어선,34.89333,125.27639,4.5,7.2,223.0,0.9,34.94032,125.32031,34.93217,125.32868,-0.00815,0.00837,1.183,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0149,2020-10-14 19:49:00,10,19,여름,연안,예부선,4.0,기타,34.69361,126.245,2.37,5.7,207.0,1.6,34.66451,126.20781,34.66147,126.19468,-0.003032,-0.013124,1.244,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0150,2019-06-24 06:52:00,6,6,여름,연안,어선,4.0,소형어선,34.83333,126.36667,1.37,4.6,244.0,1.6,34.81851,126.3528,34.81919,126.34142,0.000684,-0.011381,1.04,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0151,2020-12-16 12:46:00,12,12,겨울,연안,어선,4.0,소형어선,34.67306,126.23222,1.92,9.0,338.0,1.6,34.63816,126.21308,34.63152,126.21409,-0.006635,0.001015,0.742,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0152,2018-04-28 14:52:00,4,14,여름,연안,어선,4.0,소형어선,34.56667,126.28333,4.5,12.5,195.0,1.6,34.59411,126.2462,34.58447,126.22637,-0.009637,-0.019832,2.105,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0153,2019-05-13 07:59:00,5,7,여름,외해,어선,4.0,소형어선,34.68333,125.43333,1.64,4.4,246.0,0.9,34.67272,125.42164,34.66977,125.4237,-0.002946,0.002064,0.377,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0154,2022-12-10 06:58:00,12,6,겨울,연안,어선,4.0,소형어선,34.32528,126.14083,6.07,5.2,257.0,1.6,34.28532,126.10987,34.28489,126.13275,-0.00043,0.022876,2.098,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0155,2024-07-16 13:48:00,7,13,여름,연안,모터보트,4.0,레저보트,34.82917,126.37639,5.86,3.6,233.0,1.6,34.92556,126.48362,34.91611,126.49057,-0.009446,0.006953,1.225,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
